InvoiceIdSequential,InvoiceDate,Type,UnitPrice,Quantity,TaxAmount,Amount,service_product,staff_name,day_of_month,month,year,time_start,time_end,monthi,yeari
15770,24/09/2021,Service,30,1,0,30,Early Pregnancy Scan,Early Life,25,Sep,2021,12:40,13:20,9,2021
12196,19/03/2020,Service,50,1,10,60,Basic Gender Scan,Early Life,20,Mar,2020,09:30,10:15,3,2020
11236,23/11/2019,Service,50,1,10,60,3D Gender Package,Early Life,23,Nov,2019,16:45,17:15,11,2019
18801,17/08/2022,Service,50,1,0,50,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,13,Sep,2022,20:30,21:30,8,2022
19128,10/09/2022,Service,-50,1,0,-50,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,13,Sep,2022,20:30,21:30,9,2022
9796,23/08/2019,Service,60,1,0,60,3D Gender Package,Early Life,26,Aug,2019,17:30,18:00,8,2019
12217,22/03/2020,Service,60,1,0,60,Basic Gender Scan,Early Life,2,Apr,2020,11:00,11:45,3,2020
15788,26/09/2021,Service,200,1,0,200,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,28,Sep,2021,20:30,21:30,9,2021
15484,14/08/2021,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,17,Aug,2021,20:30,21:30,8,2021
13023,12/08/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,1,Sep,2020,20:15,20:55,8,2020
15272,13/07/2021,Service,200,1,0,200,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,30,Jul,2021,20:30,21:30,7,2021
13390,02/10/2020,Service,200,1,0,200,Pelvic Scan for Women,Consultant with Mr. Khan,2,Oct,2020,19:30,20:10,10,2020
14488,30/03/2021,Service,200,1,0,200,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,30,Mar,2021,20:30,21:30,3,2021
13168,04/09/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,15,Sep,2020,19:30,20:10,9,2020
14457,25/03/2021,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,26,Mar,2021,20:30,21:30,3,2021
13582,28/10/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,15,Nov,2020,11:40,12:20,10,2020
13568,26/10/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,1,Nov,2020,09:40,10:20,10,2020
14762,06/05/2021,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,28,May,2021,19:20,20:20,5,2021
14421,17/03/2021,Service,200,1,0,200,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,23,Mar,2021,20:30,21:30,3,2021
13123,28/08/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,8,Sep,2020,19:30,20:10,8,2020
13665,13/11/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,15,Nov,2020,10:40,11:40,11,2020
13266,16/09/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,2,Oct,2020,19:30,20:10,9,2020
12684,26/06/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,3,Jul,2020,19:30,20:10,6,2020
12263,09/04/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,10,Apr,2020,19:30,20:15,4,2020
13501,18/10/2020,Service,200,1,0,200,Pelvic Scan for Women,Consultant with Mr. Khan,20,Oct,2020,19:30,20:10,10,2020
13100,25/08/2020,Service,200,1,0,200,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,28,Aug,2020,13:30,14:10,8,2020
12201,19/03/2020,Service,400,1,0,400,Prenatal Harmony Test & Early Scan,Early Life,19,Mar,2020,21:00,21:45,3,2020
12232,27/03/2020,Service,400,1,0,400,Prenatal Harmony Test & Early Scan,Early Life,28,Mar,2020,13:40,14:20,3,2020
22643,16/05/2023,Service,225,1,0,225,Gynae Consultation,Mr. Khan,17,May,2023,21:00,22:00,5,2023
17493,05/05/2022,Service,225,1,0,225,Early Pregnancy Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,6,May,2022,20:30,21:30,5,2022
18177,06/07/2022,Service,225,1,0,225,Early Pregnancy Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,12,Jul,2022,20:30,21:30,7,2022
13950,28/12/2020,Service,62.5,1,12.5,75,Basic Gender Scan,Early Life,31,Dec,2020,14:10,14:50,12,2020
13926,23/12/2020,Service,62.5,1,12.5,75,Basic Gender Scan,Early Life,31,Dec,2020,13:30,14:10,12,2020
12208,21/03/2020,Service,62.5,1,12.5,75,Basic Gender Scan,Early Life,28,Mar,2020,15:00,15:45,3,2020
13216,09/09/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,11,Sep,2020,13:30,14:10,9,2020
13443,12/10/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,12,Oct,2020,17:15,17:55,10,2020
13629,05/11/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,6,Nov,2020,13:30,14:10,11,2020
11822,31/01/2020,Service,89,1,0,89,Well-Being Scan,Early Life Ultrasound Centre,31,Jan,2020,12:45,13:15,1,2020
12970,03/08/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,4,Aug,2020,20:40,21:20,8,2020
13490,16/10/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,17,Oct,2020,12:40,13:20,10,2020
11727,22/01/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life Ultrasound Centre,22,Jan,2020,17:30,18:00,1,2020
13597,30/10/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,6,Nov,2020,13:30,14:10,10,2020
11823,31/01/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life Ultrasound Centre,31,Jan,2020,13:15,13:45,1,2020
11525,28/12/2019,Service,89,1,0,89,Early Pregnancy Scan,Early Life Ultrasound Centre,28,Dec,2019,16:15,16:45,12,2019
12969,03/08/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,4,Aug,2020,20:40,21:20,8,2020
13435,10/10/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,10,Oct,2020,16:40,17:20,10,2020
13640,08/11/2020,Service,89,1,0,89,Early Pregnancy Scan,Early Life,28,Nov,2020,12:40,13:20,11,2020
13837,08/12/2020,Service,139,1,0,139,3D & 4D Package,Early Life,24,Dec,2020,13:30,14:10,12,2020
13362,28/09/2020,Service,139,1,0,139,3D & 4D Package,Early Life,29,Oct,2020,19:00,19:40,9,2020
12247,31/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,6,Apr,2020,21:30,22:10,3,2020
12535,09/06/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,20,Jun,2020,12:40,13:20,6,2020
12239,30/03/2020,Service,90,1,0,90,Well-Being Scan,Early Life,30,Mar,2020,20:45,21:30,3,2020
12623,18/06/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,20,Jun,2020,12:40,13:20,6,2020
12347,07/05/2020,Service,90,1,0,90,Well-Being Scan,Early Life,8,May,2020,13:30,14:10,5,2020
12213,21/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,26,Mar,2020,11:00,11:45,3,2020
12253,03/04/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,4,Apr,2020,14:10,14:50,4,2020
12291,18/04/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,6,May,2020,19:30,20:10,4,2020
12322,28/04/2020,Service,90,1,0,90,Well-Being Scan,Early Life,16,May,2020,12:40,13:20,4,2020
12242,31/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,6,Apr,2020,17:40,18:20,3,2020
12314,26/04/2020,Service,90,1,0,90,Well-Being Scan,Early Life,20,May,2020,19:30,20:10,4,2020
12345,06/05/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,6,May,2020,16:50,17:30,5,2020
12231,27/03/2020,Service,90,1,0,90,Well-Being Scan,Early Life,27,Mar,2020,14:00,14:35,3,2020
12438,27/05/2020,Service,90,1,0,90,Well-Being Scan,Early Life,1,Jun,2020,20:40,21:20,5,2020
12210,21/03/2020,Service,90,1,0,90,Well-Being Scan,Early Life,23,Mar,2020,20:45,21:30,3,2020
12279,15/04/2020,Service,90,1,0,90,Well-Being Scan,Early Life,2,May,2020,12:40,13:20,4,2020
12262,08/04/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,1,May,2020,14:10,14:50,4,2020
12292,20/04/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,6,May,2020,18:10,18:50,4,2020
12238,30/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,2,May,2020,11:05,11:45,3,2020
12356,11/05/2020,Service,90,1,0,90,Well-Being Scan,Early Life,13,May,2020,17:45,18:25,5,2020
12195,18/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,18,Apr,2020,12:00,12:45,3,2020
12216,22/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,30,Mar,2020,20:00,20:45,3,2020
12183,17/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,20,Mar,2020,11:00,11:45,3,2020
12271,12/04/2020,Service,90,1,0,90,Well-Being Scan,Early Life,6,May,2020,16:50,17:30,4,2020
12434,26/05/2020,Service,90,1,0,90,Well-Being Scan,Early Life,27,May,2020,17:10,17:50,5,2020
12605,16/06/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,27,Jun,2020,12:40,13:20,6,2020
12642,20/06/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,1,Aug,2020,15:00,15:40,6,2020
12308,24/04/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,9,May,2020,12:40,13:20,4,2020
12398,21/05/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,6,Jun,2020,12:40,13:20,5,2020
12259,06/04/2020,Service,90,1,0,90,Well-Being Scan,Early Life,1,May,2020,13:30,14:10,4,2020
12225,24/03/2020,Service,90,1,0,90,Basic Gender Scan,Early Life,7,Apr,2020,10:30,11:15,3,2020
12502,03/06/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,13,Jun,2020,12:40,13:20,6,2020
12199,19/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,24,Mar,2020,10:30,11:15,3,2020
12241,31/03/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,2,May,2020,10:25,11:05,3,2020
12365,12/05/2020,Service,90,1,0,90,Early Pregnancy Scan,Early Life,30,May,2020,12:40,13:20,5,2020
15422,06/08/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,6,Aug,2021,13:30,14:10,8,2021
13924,23/12/2020,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,24,Dec,2020,14:45,15:25,12,2020
13920,22/12/2020,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,24,Dec,2020,14:10,14:50,12,2020
15129,25/06/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,26,Jun,2021,12:40,13:10,6,2021
14567,09/04/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,10,Apr,2021,16:40,17:20,4,2021
14009,07/01/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,23,Jan,2021,12:40,13:20,1,2021
14208,12/02/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,12,Feb,2021,13:30,14:10,2,2021
14029,11/01/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,13,Jan,2021,18:25,19:05,1,2021
13896,17/12/2020,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,22,Dec,2020,13:30,14:10,12,2020
14835,14/05/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,15,May,2021,16:40,17:20,5,2021
13932,24/12/2020,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,24,Dec,2020,14:45,15:25,12,2020
14086,22/01/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,22,Jan,2021,14:10,14:50,1,2021
14382,12/03/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,12,Mar,2021,13:30,14:10,3,2021
15013,09/06/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,11,Jun,2021,13:30,14:10,6,2021
15079,19/06/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,19,Jun,2021,13:00,13:20,6,2021
14010,07/01/2021,Service,82.5,1,16.5,99,Well-being & Gender Package,Early Life,9,Jan,2021,12:40,13:20,1,2021
13916,21/12/2020,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,22,Dec,2020,14:10,14:50,12,2020
14005,06/01/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,6,Jan,2021,13:30,14:10,1,2021
14199,11/02/2021,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,11,Feb,2021,13:30,14:10,2,2021
14219,15/02/2021,Service,82.5,1,16.5,99,Well-Being Scan,Early Life,19,Feb,2021,13:30,14:10,2,2021
14003,06/01/2021,Service,82.5,1,16.5,99,Well-being & Gender Package,Early Life,30,Jan,2021,12:40,13:20,1,2021
13945,27/12/2020,Service,82.5,1,16.5,99,Early Pregnancy Scan,Early Life,30,Dec,2020,13:30,14:10,12,2020
12260,07/04/2020,Service,475,1,0,475,Prenatal Harmony Test & Early Scan,Early Life,7,Apr,2020,09:45,10:25,4,2020
12206,21/03/2020,Service,475,1,0,475,Prenatal Harmony Test & Early Scan,Early Life,27,Mar,2020,11:00,11:45,3,2020
12185,17/03/2020,Service,475,1,0,475,Prenatal Harmony Test & Early Scan,Early Life,26,Mar,2020,09:30,10:15,3,2020
21097,18/01/2023,Service,79,1,0,79,Basic Gender Scan,Early Life,18,Jan,2023,17:30,18:00,1,2023
15685,11/09/2021,Service,95,1,0,95,Gender Reveal Surprise Package,Early Life,11,Sep,2021,15:00,15:40,9,2021
12588,14/06/2020,Service,95,1,0,95,Basic 4D Package,Early Life,11,Jul,2020,16:40,17:20,6,2020
19494,05/10/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,6,Oct,2022,17:00,17:30,10,2022
20984,12/01/2023,Service,99,1,0,99,Early Pregnancy Scan,Early Life,12,Jan,2023,17:00,17:30,1,2023
18770,15/08/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,18,Aug,2022,17:30,18:00,8,2022
23024,10/06/2023,Service,99,1,0,99,Well-Being Scan,Early Life,10,Jun,2023,17:00,17:30,6,2023
16805,10/02/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,10,Feb,2022,17:30,18:00,2,2022
14725,29/04/2021,Service,99,1,0,99,Well-Being Scan,Early Life,30,Apr,2021,13:30,14:10,4,2021
18671,10/08/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,11,Aug,2022,17:30,18:00,8,2022
16604,14/01/2022,Service,99,1,0,99,Well-Being Scan,Early Life,15,Jan,2022,16:45,17:15,1,2022
17769,09/06/2022,Service,99,1,0,99,Well-Being Scan,Early Life,9,Jun,2022,17:00,17:30,6,2022
22258,17/04/2023,Service,99,1,0,99,Early Pregnancy Scan,Early Life,17,Apr,2023,17:45,18:15,4,2023
17121,23/03/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,26,Mar,2022,12:45,13:15,3,2022
13630,05/11/2020,Service,99,1,0,99,Well-Being Scan,Early Life,14,Nov,2020,12:40,13:20,11,2020
16280,01/12/2021,Service,99,1,0,99,Early Pregnancy Scan,Early Life,1,Dec,2021,17:30,18:00,12,2021
15882,11/10/2021,Service,99,1,0,99,Basic 4D Package,Early Life,11,Oct,2021,17:30,18:00,10,2021
19500,05/10/2022,Service,99,1,0,99,Endometrial Lining Scan,Early Life,7,Oct,2022,09:00,09:30,10,2022
12794,10/07/2020,Service,99,1,0,99,Basic 4D Package,Early Life,17,Jul,2020,13:30,14:10,7,2020
13589,30/10/2020,Service,99,1,0,99,Basic 4D Package,Early Life,30,Oct,2020,13:30,14:10,10,2020
19422,29/09/2022,Service,99,1,0,99,Well-Being Scan,Early Life,6,Oct,2022,17:30,18:00,9,2022
20935,09/01/2023,Service,99,1,0,99,Early Pregnancy Scan,Early Life,9,Jan,2023,21:00,21:30,1,2023
15648,06/09/2021,Service,99,1,0,99,Early Pregnancy Scan,Early Life,10,Sep,2021,13:30,14:10,9,2021
14492,30/03/2021,Service,99,1,0,99,Well-Being Scan,Early Life,2,Apr,2021,13:30,14:10,3,2021
19660,15/10/2022,Service,99,1,0,99,Well-Being Scan,Early Life,15,Oct,2022,16:15,16:45,10,2022
15781,25/09/2021,Service,99,1,0,99,Endometrial Lining Scan,Early Life,27,Sep,2021,17:20,17:55,9,2021
17716,03/06/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,3,Jun,2022,13:45,14:15,6,2022
21837,16/03/2023,Service,99,1,0,99,Early Pregnancy Scan,Early Life,18,Mar,2023,11,11.3,3,2023
20147,17/11/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,17,Nov,2022,17:30,18:00,11,2022
13075,22/08/2020,Service,99,1,0,99,Basic 4D Package,Early Life,27,Aug,2020,20:00,20:40,8,2020
20180,18/11/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,19,Nov,2022,12:45,13:15,11,2022
15681,11/09/2021,Service,99,1,0,99,Early Pregnancy Scan,Early Life,11,Sep,2021,12:30,13:10,9,2021
12930,30/07/2020,Service,99,1,0,99,Basic 4D Package,Early Life,31,Jul,2020,13:30,14:10,7,2020
23160,22/06/2023,Service,99,1,0,99,Early Pregnancy Scan,Early Life,22,Jun,2023,17:30,18:00,6,2023
17770,09/06/2022,Service,99,1,0,99,Early Pregnancy Scan,Early Life,9,Jun,2022,17:30,18:00,6,2022
15171,01/07/2021,Service,150,1,0,150,Gynae Consultation,Mr. Khan,13,Jul,2021,20:30,21:30,7,2021
10133,20/08/2018,Service,460,1,0,460,Pre-Natal Harmony Test & Dating scan,Early Life,20,Aug,2018,20:30,20:45,8,2018
17178,30/03/2022,Service,285,1,0,285,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,5,Apr,2022,20:30,21:30,3,2022
16892,22/02/2022,Service,285,1,0,285,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,1,Mar,2022,20:30,21:30,2,2022
18452,28/07/2022,Service,285,1,0,285,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,28,Jul,2022,21:00,22:00,7,2022
20038,10/11/2022,Service,285,1,0,285,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Early Life,14,Nov,2022,20:30,21:30,11,2022
17334,17/04/2022,Service,285,1,0,285,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,3,May,2022,20:30,21:30,4,2022
19093,07/09/2022,Service,285,1,0,285,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,20,Sep,2022,20:30,21:30,9,2022
17232,05/04/2022,Service,285,1,0,285,Early Pregnancy Scan & Consultation,Consultant Obstetrician & Gynaecologist with Mr. Khan,11,Apr,2022,20:30,21:30,4,2022
17371,23/04/2022,Service,285,1,0,285,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,26,Apr,2022,20:30,21:30,4,2022
17736,06/06/2022,Service,285,1,0,285,Pelvic Scan for Women,Consultant Obstetrician & Gynaecologist with Mr. Khan,7,Jun,2022,20:30,21:30,6,2022
12161,13/03/2020,Service,58.33,1,11.67,70,3D Gender Package,Early Life,14,Mar,2020,13:45,14:15,3,2020
8029,21/01/2019,Service,90.91,1,9.09,100,Pelvic Scan for Women,Early Life,23,Jan,2019,09:00,09:30,1,2019
10130,15/08/2018,Service,90.91,1,9.09,100,3D & 4D Package,Early Life,15,Aug,2018,12:45,13:15,8,2018
8028,21/01/2019,Service,40.91,1,4.09,45,Basic Gender Scan,Early Life,21,Jan,2019,18:30,18:45,1,2019
6672,16/08/2018,Service,40.91,1,4.09,45,Basic Gender Scan,Early Life,16,Aug,2018,17:45,18:00,8,2018
6496,28/07/2018,Service,40.91,1,4.09,45,Basic Gender Scan,Early Life,28,Jul,2018,14:30,14:45,7,2018
8169,07/02/2019,Service,40.91,1,4.09,45,Basic Gender Scan,Early Life,7,Feb,2019,17:45,18:00,2,2019
6723,22/08/2018,Service,81.82,1,8.18,90,Early Pregnancy Scan,Early Life,15,Sep,2018,10:45,11:15,8,2018
9089,31/05/2019,Service,81.82,1,8.18,90,Endometrial Lining Scan,Early Life,1,Jun,2019,16:30,16:45,5,2019
6720,22/08/2018,Service,81.82,1,8.18,90,Well-Being Scan,Early Life,22,Aug,2018,17:30,18:00,8,2018
7420,12/11/2018,Service,81.82,1,8.18,90,Endometrial Lining Scan,Early Life,12,Nov,2018,20:00,20:15,11,2018
7088,06/10/2018,Service,81.82,1,8.18,90,Early Pregnancy Scan,Early Life,8,Oct,2018,17:30,18:00,10,2018
6796,31/08/2018,Service,81.82,1,8.18,90,Early Pregnancy Scan,Early Life,31,Aug,2018,12:45,13:15,8,2018
6161,18/06/2018,Service,71.82,1,7.18,79,Basic 4D Package,Early Life,18,Jun,2018,17:30,18:00,6,2018
7948,12/01/2019,Service,72.73,1,7.27,80,Early Pregnancy Scan,Early Life,12,Jan,2019,16:45,17:15,1,2019
8492,20/03/2019,Service,72.73,1,7.27,80,Early Pregnancy Scan,Early Life,20,Mar,2019,18:00,18:15,3,2019
7287,31/10/2018,Service,63.64,1,6.36,70,Early Pregnancy Scan,Early Life,31,Oct,2018,17:45,18:00,10,2018
8642,06/04/2019,Service,63.64,1,6.36,70,Gender Reveal Surprise Package,Early Life,6,Apr,2019,12:30,12:45,4,2019
7388,09/11/2018,Service,63.64,1,6.36,70,Early Pregnancy Scan,Early Life,9,Nov,2018,13:15,13:45,11,2018
7507,23/11/2018,Service,63.64,1,6.36,70,Early Pregnancy Scan,Early Life,24,Nov,2018,16:45,17:15,11,2018
6758,27/08/2018,Service,54.55,1,5.46,60,Basic 4D Package,Early Life,27,Aug,2018,17:30,18:00,8,2018
11502,23/12/2019,Service,74.17,1,14.83,89,Well-being & Gender Package,Early Life Ultrasound Centre,23,Dec,2019,16:15,16:45,12,2019
12197,19/03/2020,Service,66.67,1,13.33,80,Gender Reveal Surprise Package,Early Life,19,Mar,2020,10:00,10:45,3,2020
9378,05/07/2019,Service,45.46,1,4.55,50,Basic Gender Scan,Early Life,5,Jul,2019,12:30,12:45,7,2019
10718,27/09/2019,Service,45.46,1,4.55,50,Basic Gender Scan,Early Life,27,Sep,2019,12:30,12:45,9,2019
9556,27/07/2019,Service,45.46,1,4.55,50,Basic Gender Scan,Early Life,27,Jul,2019,11:00,11:15,7,2019
12403,21/05/2020,Service,79.17,1,15.83,95,Basic 4D Package,Early Life,1,Aug,2020,14:00,14:45,5,2020
12190,17/03/2020,Service,79.17,1,15.83,95,Basic 4D Package,Early Life,17,Mar,2020,19:45,20:15,3,2020
13937,26/12/2020,Service,120.83,1,24.17,145,3D & 4D Package,Early Life,31,Dec,2020,13:30,14:10,12,2020
6900,15/09/2018,Service,27.27,1,2.73,30,Basic Gender Scan,Early Life,15,Sep,2018,11:00,11:15,9,2018
13047,18/08/2020,Service,65.83,1,13.17,79,3D Gender Package,Early Life,21,Aug,2020,13:30,14:10,8,2020
13064,20/08/2020,Service,65.83,1,13.17,79,3D Gender Package,Early Life,28,Sep,2020,18:00,18:40,8,2020
7801,27/12/2018,Service,36.36,1,3.64,40,Basic Gender Scan,Early Life,27,Dec,2018,12:00,12:15,12,2018
7453,15/11/2018,Service,36.36,1,3.64,40,Basic Gender Scan,Early Life,15,Nov,2018,19:30,19:45,11,2018
8888,04/05/2019,Service,77.27,1,7.73,85,Early Pregnancy Scan,Early Life,4,May,2019,16:45,17:15,5,2019
9807,26/08/2019,Service,77.27,1,7.73,85,Early Pregnancy Scan,Early Life,26,Aug,2019,17:00,17:30,8,2019
9375,05/07/2019,Service,77.27,1,7.73,85,Early Pregnancy Scan,Early Life,5,Jul,2019,12:00,12:15,7,2019
8742,18/04/2019,Service,77.27,1,7.73,85,Early Pregnancy Scan,Early Life,18,Apr,2019,17:45,18:00,4,2019
8877,03/05/2019,Service,77.27,1,7.73,85,Early Pregnancy Scan,Early Life,3,May,2019,12:45,13:15,5,2019
7695,13/12/2018,Service,68.18,1,6.82,75,Early Pregnancy Scan,Early Life,13,Dec,2018,12:15,12:45,12,2018
7133,12/10/2018,Service,68.18,1,6.82,75,Pelvic Scan for Women,Early Life,12,Oct,2018,09:00,09:30,10,2018
11306,29/11/2019,Service,41.67,1,8.33,50,Basic Gender Scan,Early Life,29,Nov,2019,12:00,12:15,11,2019
11821,31/01/2020,Service,41.67,1,8.33,50,Basic Gender Scan,V1 Early Life,31,Jan,2020,12:30,12:45,1,2020
10781,03/10/2019,Service,41.67,1,8.33,50,Basic Gender Scan,Early Life,3,Oct,2019,17:45,18:00,10,2019
16941,01/03/2022,Product,2,6,0,12,Extra Pictures,,,,,,,3,2022
10756,30/09/2019,Product,2.5,1,0.5,3,Bear Shirt,,,,,,,9,2019
11094,07/11/2019,Product,2.5,1,0.5,3,Bear Shirt,,,,,,,11,2019
14802,11/05/2021,Product,2.5,1,0.5,3,Bear Shirt,,,,,,,5,2021
10673,23/09/2019,Product,2.5,1,0.5,3,Bear Neckerchief,,,,,,,9,2019
12168,15/03/2020,Product,2.5,1,0.5,3,Bear Neckerchief,,,,,,,3,2020
11013,31/10/2019,Product,2.5,1,0.5,3,Bear Neckerchief,,,,,,,10,2019
10686,24/09/2019,Product,2.5,1,0.5,3,Bear Shirt,,,,,,,9,2019
12048,26/02/2020,Product,2.5,1,0.5,3,Bear Neckerchief,,,,,,,2,2020
11965,15/02/2020,Product,2.5,1,0.5,3,Bear Neckerchief,,,,,,,2,2020
10844,10/10/2019,Product,2.5,1,0.5,3,Bear Neckerchief,,,,,,,10,2019
12591,14/06/2020,Product,3,3,0,9,Extra Pictures,,,,,,,6,2020
16388,14/12/2021,Product,3,3,0,9,Extra Pictures,,,,,,,12,2021
16941,01/03/2022,Product,3,6,0,18,Extra Pictures,,,,,,,3,2022
17380,24/04/2022,Product,3,3,0,9,Extra Pictures,,,,,,,4,2022
18413,27/07/2022,Product,3,3,0,9,Extra Pictures,,,,,,,7,2022
17400,25/04/2022,Product,5,1,0,5,Key Rings,,,,,,,4,2022
16017,29/10/2021,Product,5,1,0,5,Bear Shirt,,,,,,,10,2021
15983,25/10/2021,Product,5,1,0,5,Bear Shirt,,,,,,,10,2021
16279,01/12/2021,Product,5,2,0,10,Confetti Canon,,,,,,,12,2021
13595,30/10/2020,Product,6,1,1.2,7,Post and Packing,,,,,,,10,2020
16970,04/03/2022,Product,8,1,0,8,Large Heartbeat Bear,,,,,,,3,2022
19661,15/10/2022,Product,8,1,0,8,Large Heartbeat Bear,,,,,,,10,2022
15822,30/09/2021,Product,8,3,0,24,Key Rings,,,,,,,9,2021
17292,10/04/2022,Product,8,1,0,8,Large Heartbeat Bear,,,,,,,4,2022
